Name,Affiliation,h-index,i10-index,Citations
Mahendra Pal Sharma,"Professor ,Department of Hydro and Renewable Energy, IIT Roorkee, Uttarakhand, India",57,171,16107
Munindar P Singh,"Professor of Computer Science, North Carolina State University",83,366,32610
Megh Raj Dhital,"Professor of Geology, Tri-Chandra Multiple Campus,Tribhuvan University",28,44,4781
Mr. Rahul Gupta,"Assistant professor (Finance) Bharati vidyapeeth (Deemed to be university),  pune",37,130,17639
Dr. Amit Jain,"Director, Global Institute of Technology & Management",86,636,57700
M.r Naveed khan,Unknown affiliation,69,449,23192
Manas Ranjan Mishra,"Sr Asst Professor in Mathematics, OP Jindal University",5,4,132
Mr.Shrinivas chinchanikar,"Student,Nagpur institute of technology,Engineer,Real istate, Programmer,stock market",13,15,755
Mallikarjuna Rao Pichika,Dean of Research and Professor,31,64,7160
Mary Reena K E,Lal Bahadur Shastri College of Engineering,3,2,68
Mahi R. Singh,The University of Western Ontario,41,181,7325
Mr Ashutosh  Srivastava,"CMR Institute of Technology, Bengaluru India",10,10,256
Mr. Shivanshu Tripathi,Researcher,24,72,1954
Manoj Raama Varma,"Emeritus Scientist and Ex Chief Scientist, CSIR-NIIST, TVM,Professor of Physics (Magnetic Materials)",31,71,2725
Dr Gaurav Agarwal MS DNB PDC FACS FISS,"Professor & Head, Endocrine & Breast Surgery, Sanjay Gandhi Postgraduate Institute of Medical",48,130,9568
Varad Bhatnagar,Microsoft,3,3,42
Vishrav Chaudhary,Microsoft AI,29,42,15122
Prof. M. S. Gaur,"Professor  of Physics, Hindustan College of Science and Technology, Farah ( Mathura) U P India",26,64,2448
Anuradha Gupta,"Assistant Professor, The University of Mississippi",93,167,100356
Navendu Jain,Microsoft Research,50,126,14056
Neel Joshi,"Senior Principal Research Manager, Microsoft Research",46,79,9398
Kaushik Chakrabarti,Microsoft,56,111,12746
ikhlas khan,"NCNPR, School of Pharmacy, Univeristy of Mississippi",95,843,49560
Durgesh Kumar Mishra,"Professor of Computer Engineering and Director Microsoft Innovation Center, Sri Aurobindo Institute of Technilogy, Indore, MP, I",32,96,6489
Amitava Chattopadhyay,INSEAD--The GlaxoSmithKline Chaired Professor of Corporate Innovation Innovation,40,59,9862
Dr. Debasish Das,"Saha Institute of Nuclear Physics, 1/AF Bidhannagar, Kolkata-700064 INDIA",152,327,85123
Himanshu Garg,Texas Tech University Health Sciences Center. El Paso,27,41,1950
Joydeep Dutta,"Professor, Functional Materials, KTH Royal Institute of Technology, Department of Applied Physics",72,242,21559
Dr. Satyajit Gupta,Associate Professor,24,37,3725
"Satya N Das, Satya Narayan Das, Satya Das","Professor, Department of Biotechnology, All India institute of Medical sciences, Banaras Hindu",57,235,34384
"Badrinath Roysam, FIEEE, FAIMBE","ECE Department, University of Houston",61,142,18228
Dr. Brijesh Kumar Dubey,ITM GIDA Gorakhpur,4,2,40
Gang Li,Sir Sze-Yuen Chung Endowed Prof./ Chair Prof. / Hong Kong Polytechnic Univ.,98,258,84742
Debayan Chakraborty,"Reader F, The Institute of Mathematical Sciences, Chennai",17,20,1047
Frédéric Grosshans,"LIP6, Sorbonne Université, CNRS",26,36,8178
P.Jitendra Srinivas Kumar,"Associate Professor, Akkineni Nageswara Rao College",40,213,9453
Dr.M.Jeevanandam,Assistant Professor,5,5,668
Kamlesh saini,Department of Chemistry University of Rajasthan Jaipur,2,2,43
Dr. Krishan Kumar Saluja,"Professor, Information Technology, UIET, Panjab University, Chandigarh",38,101,5065
Mukesh Ranjan,"FCIPT, Institute for Plasma Research",28,63,2266
nizamuddin khan,"Professor of Geography, A.M.U., Aligarh, India",10,11,365
Paritosh Pandya,"Adjunct Professor,  CSE, IIT Bombay, Former Professor and Dean, STCS, TIFR",23,50,3411
Partha Pratim Ray,Sikkim University,38,68,10361
Dr. Pushpak Bhattacharyya,"Professor of Computer Science and Engineering, IIT Bombay",63,409,17920
Raghu Prakash,Indian Institute of Technology Madras,23,60,2272
Rahul R Nair,"Professor of Materials Physics, University of Manchester, UK",51,71,47525
Rama Govindarajan,Unknown affiliation,28,73,3179
Ramanathan Subramanian,"Associate Professor, University of Canberra",32,61,4577
Ramesh Loganathan,"Professor, International institute Information Technology Hyderabad (IIITH Hyderabad)",3,3,155
Ramesh K. Sitaraman,"Distinguished University Professor, University of Massachusetts, Amherst",49,89,11295
Ravi Anant Kishore,National Renewable Energy Laboratory,29,43,2837
Richa Singh,"Professor, IIT Jodhpur",69,254,15416
Rohitash Chandra,UNSW,32,80,4056
Saikat Chakrabarti,Indian Institute of Technology Kanpur,38,107,6904
Sanjay Chakraborty,"Postdoc Researcher at Linköping University, Sweden and Associate Professor (lien) TINT Kolkata",18,25,1632
Shaik Jeelani,Tuskegee University,67,175,13816
Dr. Santanu Chakraborty,"Full Professor, Radiology, Neuroradiologist, University of Ottawa",30,70,3183
Shashi Kant Gupta,ITM University Gwalior,26,123,4767
Shibdas Banerjee (Monon),"Associate Professor, IISER Tirupati, INDIA",22,33,3316
Shubhajit Roy Chowdhury,"Professor, School of Computing and Electrical Engineering, IIT Mandi",22,43,1936
Kannan Srinivasaraghavan,Principal Scientist,32,57,2962
Sriram Ganapathi Subramanian,University of Waterloo,13,15,1111
Sudipta Roy,Unknown affiliation,58,291,14925
Suhas Joshi,"Professor, Dept of Mechanical Engineering, Indian Institute of Technology Bombay",49,140,8292
Sujatha Srinivasan,Fred Hutchinson Cancer Center,34,56,5268
Suresh Kumar,Chaudhary Devi Lal University,82,804,39547
Tanmoy Das,Indian Institute of Science,36,84,5548
Tapan Kr. Barman,"Professor, Mechanical Engineering Department, Jadavpur University, India",25,54,1848
Srinivasa Vittal Katikireddi,"MRC/CSO Social and Public Health Sciences Unit, University of Glasgow",89,252,108638
"Vinod Kumar Gupta, FWIF,FNASc, FRSC","Professor Abdulazeez University; Jedeha, Saudi Arabia;Thomson Highly Cited Researcher",202,907,141080
Vaishnavi Sundararajan,"Assistant Professor, IIT Delhi",5,3,73
Viswanathan Ramasamy,Research Scientist at ICGEB,8,8,418
John peter Arulanandam,The Rapinat Herbarium and Centre for Molecular systematics,4,2,50
Ramesh Narayan,"Thomas Dudley Cabot Professor of the Natural Sciences, Harvard University",149,473,86409
A Senthil Kumar,National University of Singapore,56,169,10060
Rajiv Soundararajan,Indian Institute of Science,19,29,9663
"Scherer, Stephen W.","The Hospital for Sick Children, Genetics and Genome Biology Program, University of Toronto",165,635,136128
Mas A. Subramanian (M. A. Subramanian),University Distinguished Professor & Milton Harris Chair of Materials Science,80,316,35566
Sumanth Theeda,The University of Texas at Dallas,3,2,45
Achyut Kumar Panda,"Associate Professor, Veer Surendra Sai University of Technology Burla",23,39,3957
Ananda Theertha Suresh,"Google Research, New York",40,72,24884
Mostafa A. El-Sayed,"Julius Brown Chair and Regents Professor,Department of Chemistry and Biochemistry, Georgia Tech.",146,669,162125
Rakesh John Amala Arokia Nathan,Johannes Kepler University,4,2,66
av Ramani,Associate Professor of  Computer Science,4,1,43
Matam Vijay-Kumar (Vijay),"Professor, The University of Toledo College of Medicine and Life Sciences",65,129,19954
"Vinod Kumar, Ph D","Ben Gurion University of the Negev, Israel",34,132,6505
Bommireddy Arya Vishnu Vardhan Reddy,Mohan Babu University,12,12,14176
Professor Vivek A. Sharma,"University of California, San DIego",259,1756,354193
Ajar Nath Yadav,"Deputy Director-IQAC, HoD, Associate Prof., Eternal University (World's Top 2% Scientists 2022-2024)",96,345,26814
Aarthi (Mahalingam) Narain,Dexcom; VoxelCloud,40,76,11699
Dr. Aarti S Bhatt,"NMAMIT, Nitte",20,27,1392
Aarti Gupta,"PhD Scholar, University of Nova Gorica",1,0,5
aarti Singh,Unknown affiliation,59,252,14194
Susheel Sriram Ananthan,Graduate,0,0,0
Aarti Ivanic,University of San Diego,6,6,206
Dr. Sandip T. Gadge,Aarti Industries Research and Technology Centre-Mahape,13,13,781
Dr. Wadilal R. Rathod,Dy. Manager-Project-Process l Aarti Pharmalabs Ltd. Tarapur,4,3,100
Ankur Agarwal,Florida Atlantic University,43,196,9991
Thakur Aseem Kumar,"Principal, K.N.S.G.P. Samastipur",19,65,4503
Dr. Chittaranjan Pradhan,"Associate Professor, School of Computer Engineering, Kalinga Institute of Industrial Technology",21,44,1908
Dilip Kumar Singh,"Dept of Physics, Birla Institute of Technology Mesra Ranchi",18,27,1463
Dr. Kumar Harshvardhan,CSRI-NEIST,7,6,969
Indranil Sen,Engineer,22,32,1868
Kannan Subramanian,"Associate.Professor of Computer Applications, Bharath University",42,149,11389
MANISH KUMAR,B.Tech student,121,1258,76179
Dr. Narendra Kumar,Assistant Professor,61,435,19444
Nidhi Pandey,Unknown affiliation,31,67,3565
"Nikhil Gupta, FASM","New York University, Tandon School of Engineering",70,190,14548
Prashant K. Bhattacharya,Former Professor: I.I.T.-Kanpur & Former Director: RG Inst. of Petroleum Technology,40,73,3571
DR. PRABHAT KUMAR,Scientist,62,495,23011
Pradipta Banerjee,University of Pittsburgh,15,21,1141
Pritam Singh,"Professor of Economics, Oxford Brookes University, Oxford, UK",12,17,652
Rajiv Agarwal,Indiana Univeristy,111,351,46294
Rajiv Tiwari,"Department of Mechanical Engineering, Indian Institute of Technology Guwahati",42,112,5855
Rajeev Nayan,Ph.D student at govind ballabh pant university of agriculture and technology,4,3,594
RAVI PRAKASH JHA,"Biostatistician, Dept. of Community Medicine, Dr. BSA Medical College, Delhi",78,99,110451
Ritesh Kumar Singh,Researcher at AKSW/KILT Research Group,30,121,5651
Roshan Lal,Indian Institute of Technology Roorkee,26,53,1656
Sachin Maheshwari,netaji subhas institute of technology,36,75,5270
Sandeep Kumar,Ministry of Labour and Employment,128,1309,84496
Sangeeta Sharma,"Freie university and Max Born Institute, Berlin",43,118,9167
Professor Sanjay Sharma (Cardiology),Cardiology clinical and academic group. St George's University of London and St George's University,99,300,57254
"Satish Chandra Pandey, Ph.D.","Center for Microbial Pathogenesis, Nationwide Children's Hospital, Columbus, Ohio, USA",19,25,1381
Saurabh Kumar,student of B.TECH,91,832,43388
Dr Saurabh Pandey,"Senior Pharmacokineticist, Syneos Health",19,26,2936
Shantanu Singh,Broad Institute of MIT and Harvard,36,64,8740
Shivam singh,"Automobile Engineering, Lovely Professional university",27,120,4259
Subir Sarkar,"Professor of Physics, University of Oxford",144,427,180928
Sujay Chattopadhyay,"Professor, JIS Institute of Advanced Studies & Research Kolkata",30,44,3596
Umesh kumar,"NIT,JAMSHEDPUR",37,105,5517
Vikash Kumar Pandey,Engineering,78,566,34592
Vikas Kumar,Professor,108,1147,65650
Vipin Tyagi,"Jaypee University of Engineering and Technology, Guna",28,56,2612
Vishal SINGH,"engineer, sharda university",59,254,15038
Vivek Gupta,SDE2 at Amazon,51,95,7990
VIVEK KUMAR,STUDENT OF ENGINEERING,101,1051,77886
YOGESH KUMAR,H.O.D. & Associate Professor at NandLal Prabhu Devi Barabanki Professional Institute,48,228,11754
Wang Aijun,"Chancellor's Fellow Professor of Surgery and Biomedical Engineering, University of California Davis",52,135,9717
Ajay Agarwal,"Professor of Electrical Engineering, IIT Jodhpur",36,82,6447
Ajit Singh,Professor Emeritus of economics at Cambridge University,63,388,23516
Amlan Chakrabarti,"Professor and Director, A.K.Choudhury School of Information Technology, University of",30,107,4535
Arun Kumar,Space Science,121,814,57906
Ashok Kumar Gupta,"Professor (HAG) , Dept. of Civil Engg., Ex. Head, School of Water Resources, IIT Kharagpur",61,144,14861
Shankar Balasubramanian,University of Cambridge,111,286,59203
Dileep K. Panda,Researcher,18,27,1657
Deepak Srivastava,"Ph.d Scholar Department Of Law Nehru Gram Bharti University, Prayag raj",115,275,57601
Joshua Paul,Unknown affiliation,29,36,4626
Madhu Menon,"Conn Center, University of Louisville and Adjunct Professor of Physics, University of Kentucky",57,145,13486
Maitrayee Bose,"Assistant Professor, Arizona State University",17,22,1049
Manaswini Dash,"Ph.D. Scholar, Siksha O Anusandhan Deemed to be University",5,4,69
Nandini Mukherjee,"Professor of Department of Computer Science and Engineering, Jadavpur University",21,65,2055
Neelam Sharma,MAIT,38,134,7292
Pradeep Kumar,Phd,116,1220,80829
Dr. Rajesh Kumar Nair,Asst.Professor -Sies College of Management Studies,99,1209,57665
Ramesh Babu P,Trinity College Dublin,34,57,5449
ramesh kumar,Adhiyamaan College of Engineering Hosur,76,598,28135
Velamati Ratna Kishore,Amrita Vishwa Vidyapeetham,30,47,3544
Ravikumar Balasubramanian,"Assistant Professor of Medicine, Harvard University",25,36,2381
Ripudaman Malhotra,"SRI International, retired",38,73,9494
Dr. Palaniappan Sakthivel,"SAI Life Sciences Ltd., Pune, India.",7,6,195
Sangram Singh,"Dr.RML Avadh University Faizabad,224001",34,156,6622
Dr. T.Satyanarayana Murthy,"Associate Professor, Chaitanya Bharathi Institute of Technology",12,18,410
Senthilkumar Balakrishnan,Tamil Nadu State Council for Science  and Technology,37,69,26735
Sharada Srinivasan,National Institute of Advanced Studies,17,30,975
SHEILA SHANKAR,University of Pennsylvania,2,1,114
Sivakumar Balasubramanian,"Department of Bioengineeing, Christian Medical College, Bagayam, Vellore 632002, Tamil Nadu, India",20,29,3061
Dr. Shubhra Agarwal,"Professor,Dept. of Obs. & Gyn.;TMMC & RC",9,8,328
Sidhartha Sinha,Assistant Professor of Medicine,18,21,1540
Dr. ARUMUGAM SRINIVASAN,"STO(2) & Assistant Professor AcSIR, CSIR-Central Leather Research Institute, Chennai",6,5,201
Sudha Rani,Pondicherry University,21,24,2554
sunitha nagrath,"Professor of Chemical Engineering, University of Michigan",43,69,16203
surekha katiyar-agarwal,University of Delhi South Campus,26,31,6691
"Prof. Suresh Sankaranarayanan, SMIEEE",King Faisal University,24,62,2420
Swarup Kumar Parida,"Scientist, National Institute of Plant Genome Research (NIPGR), New Delhi-67",47,107,6850
Swathi Srinivasan,"Alagappa University, Karaikudi",14,20,596
Tapan Kumar Saha,University of Queensland,74,459,25947
Ramya Thangarajan (Sashi),University of South Australia,12,14,4037
Tripti Singh,University of Wisconsin,22,36,2111
Suriya Uma Devi S,"Assistant Professor (Sl.G.) / Mathematics, KPR Institute of Engineering and Technology",21,26,2634
Varun Kulkarni,Harvard University,11,11,537
Veena Sharma,Professor,36,141,6348
Professor Ravipudi Venkata Rao,S. V. NATIONAL INSTITUTE OF TECHNOLOGY (An Institute of National Importance of Govt. of India),74,174,28290
Vipin Kumar,University of Minnesota,139,766,132190
Ashish Vora,Tesla,7,7,403
Anirban Chakraborti,"Professor, School of Computational and Integrative Sciences, Jawaharlal Nehru University",35,73,6959
Arindam Pal,Director of Data Science and Optimization,21,38,1270
Arunava Mukherjee,Saha Institute of Nuclear Physics,100,195,101651
Debashis Bhattacharyya,WEST BENGAL UNIVERSITY OF ANIMAL & FISHERY SCIENCES,9,9,420
"Indrajit Saha, PhD","Assistant Professor,  Department of Computer Science and Engineering",22,44,1979
Jayanta K. Ghosh,"Professor of Statistics, Purdue University",44,95,9690
jyotirmoy bhattacharya,"Assistant Professor, IIT Kharagpur, India.",17,20,2594
KAUSHIK SENGUPTA,SAHA INSTITUTE OF NUCLEAR PHYSICS,13,18,1861
Malay K Kundu,Indian Statistical Institute,37,109,6404
Partha Pratim Das,"Principal Investigator/ Lab head, BDI Monash University",26,44,7172
Pinaki Mazumder,"Professor of Computer Sciennce and Engineering, University of Michigan",44,146,13320
Ranjan Bhattacharyya,"Principal Scientist, IARI, New Delhi 110 012",55,138,9816
Santanu Bhattacharya,Professor,81,286,20749
Sreetama Chatterjee,Santosh Dental College and hospital,1,0,1
Soumyajit Mukherjee (Professor),"IIT Bombay; Series Editor: ""Developments in Structural Geology & Tectonics"" (Elsevier",40,106,5050
Sourav Pal,Unknown affiliation,67,528,24821
Sukumar Ghosh,"Professor Emeritus, Department of Computer Science, University of Iowa",25,40,3745
Swapan K. Ghosh,"UM-DAE-Centre for Excellence in Basic Science, University of Mumbai, India",54,409,18667
Tarun Kumar Bhattacharya,"Emeritus Scientist, Ex-Professor & Head, Dept. of Farm Machinery & Power Engineering, G B Pant",17,20,1245
Tuhin Das,Memorial Sloan Kettering Cancer Center,14,19,1509
Utpal Kumar De,"Professor of Economics, North-Eastern Hill University, Shillong",16,30,1137
Vishal Kumar,Assistant professor,73,427,22414
Calin Valsan,Bishop's University and University of Bucharest,10,10,420
NATARAJAN CHANDRASEKARAN,Formerly Director & Sr. Prof Centre for Nanobiotechnology Vellore Institute of Technology/VIT,74,303,21774
Abhinav Bhatele,"Associate Professor of Computer Science, University of Maryland, College Park",41,98,4990
Amit Verma,"Professor, Oncology, Albert Einstein College of Medicine, Montefiore Medical Center",104,730,46289
anand kumar,University of Manitoba,77,180,48991
Dr. Ashish Gupta,"I.T.S Engineering College, Greater Noida",60,372,20166
Ashok kumar,Sindh agriculture university tandojam,149,1551,119322
Dr. Atul yadav,Research Scholare,13,18,1493
Bhaveshkumar Bharatiya,Deutsches Elektronen Synchrotron (DESY),20,27,899
Bhupendra Gupta,"Associate Professor, Mechanical Engineering, Jabalpur Engineering College, Jabalpur, India",18,30,1886
Biswajit Das,"Research Associate, Case Western Reserve University",27,66,3158
Chandra Sekhar Pedamallu,"Current : Excelra; Previous : Sanofi, DFCI; HMS; Broad Inst.; NEB Inc.",53,78,58708
chhavi agarwal,Bhabha Atomic Research Centre,16,29,753
Deepti Gupta,"Professor of Textile, IIT Delhi",34,79,4794
Devender singh,Unknown affiliation,61,483,21595
Rajiv V Dubey,Professor of Mechanical Engineering,32,79,5129
Himanshu Sharma,"Postdoctoral Fellow, INFN Padova, Italy",57,125,9291
